epoch,train_loss,val_loss,val_qwk,val_macro_f1,lr
51,0.031303,0.735804,0.88315,0.683043,1e-05
52,0.030601,0.732056,0.884665,0.673359,1e-05
53,0.034462,0.761145,0.881126,0.677267,1e-05
54,0.031779,0.748794,0.882379,0.67944,1e-05
55,0.027368,0.727662,0.884079,0.679914,1e-05
56,0.026979,0.743773,0.881911,0.668884,1e-05
57,0.029703,0.746625,0.892933,0.685187,1e-05
58,0.032479,0.751779,0.892743,0.689936,1e-05
59,0.029261,0.734446,0.892593,0.697967,1e-05
60,0.02799,0.782787,0.889846,0.677647,1e-05
61,0.023987,0.769291,0.890286,0.674613,1e-05
62,0.026487,0.775041,0.889646,0.688435,1e-05
63,0.0292,0.765356,0.891152,0.70497,1e-05
64,0.029754,0.779583,0.887937,0.67898,1e-05
65,0.02165,0.758869,0.891923,0.669807,1e-05
66,0.02728,0.772315,0.892941,0.676109,1.0000000000000002e-06
67,0.027165,0.757786,0.895634,0.677607,1.0000000000000002e-06
68,0.024193,0.75888,0.892504,0.679379,1.0000000000000002e-06
69,0.024608,0.791323,0.894196,0.671157,1.0000000000000002e-06
70,0.026666,0.765018,0.892399,0.672531,1.0000000000000002e-06
71,0.024885,0.78589,0.894034,0.684654,1.0000000000000002e-06
72,0.024834,0.794374,0.891299,0.670089,1.0000000000000002e-06
73,0.028055,0.780696,0.890898,0.676046,1.0000000000000002e-06
74,0.02267,0.789015,0.891558,0.682509,1.0000000000000002e-06
75,0.025192,0.769205,0.891193,0.680292,1.0000000000000002e-06
76,0.025865,0.766483,0.890166,0.673836,1.0000000000000002e-06
77,0.027402,0.780666,0.893549,0.681719,1.0000000000000002e-06
78,0.02098,0.796904,0.893549,0.681719,1.0000000000000002e-06
79,0.021531,0.788275,0.889781,0.673599,1.0000000000000002e-06
80,0.022687,0.777668,0.891486,0.693276,1.0000000000000002e-06
81,0.022835,0.79009,0.887248,0.675734,1.0000000000000002e-06
82,0.021451,0.786183,0.890898,0.676046,1.0000000000000002e-06
83,0.024872,0.792594,0.887878,0.679333,1.0000000000000002e-06
84,0.029137,0.787458,0.888509,0.682872,1.0000000000000002e-06
85,0.026631,0.789725,0.886346,0.668415,1.0000000000000002e-06
86,0.021521,0.787055,0.888047,0.676527,1.0000000000000002e-06
87,0.020713,0.803943,0.889582,0.693501,1.0000000000000002e-06
88,0.027436,0.805072,0.88904,0.671397,1.0000000000000002e-06
89,0.022253,0.794781,0.886821,0.671337,1.0000000000000002e-06
90,0.024457,0.807221,0.888948,0.684063,1.0000000000000002e-06
91,0.020317,0.801748,0.888047,0.676527,1.0000000000000002e-06
92,0.028722,0.791654,0.886029,0.670609,1.0000000000000002e-06
93,0.021223,0.799855,0.887992,0.677928,1.0000000000000002e-06
94,0.023239,0.797618,0.887298,0.674347,1.0000000000000002e-06
95,0.026446,0.795985,0.887402,0.676386,1.0000000000000002e-06
96,0.024225,0.798669,0.887248,0.675734,1.0000000000000002e-07
97,0.028227,0.808802,0.887402,0.676386,1.0000000000000002e-07
98,0.026225,0.789796,0.887516,0.674989,1.0000000000000002e-07
99,0.021552,0.80625,0.887092,0.670607,1.0000000000000002e-07
100,0.02649,0.809431,0.887764,0.68066,1.0000000000000002e-07
