epoch,train_loss,val_loss,val_qwk,val_macro_f1,val_composite,lr
40,0.309128,0.174516,0.900125,0.660697,0.804354,7.950875657567622e-06
41,0.304739,0.175658,0.897394,0.695177,0.816507,7.75e-06
42,0.300686,0.175077,0.905365,0.704851,0.825159,7.542957248827961e-06
43,0.306678,0.173008,0.897579,0.677976,0.809738,7.3303148938411025e-06
44,0.287723,0.173627,0.905106,0.688203,0.818345,7.112655772953854e-06
45,0.29175,0.177933,0.900071,0.681998,0.812842,6.890576474687265e-06
46,0.292149,0.175993,0.901883,0.702155,0.821992,6.664685702961345e-06
47,0.292976,0.174343,0.907441,0.686777,0.819176,6.4356026086799176e-06
48,0.288427,0.172056,0.913715,0.68332,0.821557,6.20395509268104e-06
49,0.291944,0.177682,0.902473,0.696705,0.820166,5.970378084704442e-06
50,0.293585,0.171239,0.906309,0.68161,0.816429,5.7355118030932474e-06
51,0.284846,0.17009,0.912452,0.668976,0.815062,5.5000000000000016e-06
52,0.286005,0.174838,0.89837,0.703404,0.820383,5.264488196906754e-06
53,0.275737,0.168419,0.906871,0.699256,0.823825,5.02962191529556e-06
54,0.281962,0.167805,0.900297,0.690868,0.816525,4.796044907318961e-06
55,0.281693,0.170178,0.900657,0.69406,0.818018,4.564397391320083e-06
56,0.281692,0.166941,0.910782,0.69112,0.822917,4.335314297038658e-06
57,0.279732,0.167461,0.916522,0.678548,0.821333,4.109423525312738e-06
58,0.272676,0.175049,0.8965,0.703579,0.819332,3.88734422704615e-06
59,0.279218,0.167905,0.913513,0.696008,0.826511,3.6696851061589014e-06
60,0.279099,0.172327,0.898395,0.706179,0.821509,3.4570427511720416e-06
61,0.272587,0.167627,0.901517,0.689818,0.816837,3.2500000000000028e-06
62,0.269069,0.167315,0.912566,0.702141,0.828396,3.0491243424323813e-06
63,0.265996,0.17013,0.904966,0.711737,0.827675,2.8549663646838734e-06
64,0.269382,0.169548,0.901501,0.704272,0.822609,2.668058240275734e-06
65,0.280216,0.167332,0.914221,0.702529,0.829544,2.488912271385141e-06
66,0.275367,0.168843,0.900318,0.696891,0.818948,2.318019484660538e-06
67,0.264962,0.167253,0.909932,0.704595,0.827797,2.155848285351728e-06
68,0.267302,0.16934,0.904553,0.706506,0.825334,2.002843173443632e-06
69,0.269729,0.166214,0.910404,0.707035,0.829056,1.859423525312738e-06
70,0.270758,0.172737,0.893797,0.69682,0.815006,1.7259824442455929e-06
71,0.264383,0.167797,0.905731,0.701756,0.824141,1.6028856829700262e-06
72,0.274058,0.166537,0.915256,0.700238,0.829249,1.4904706411523453e-06
73,0.261506,0.165875,0.90078,0.695368,0.818615,1.389045440608296e-06
74,0.265323,0.164512,0.916838,0.687958,0.825286,1.2988880807625924e-06
75,0.269186,0.165184,0.918112,0.691643,0.827524,1.2202456766718092e-06
76,0.262943,0.167178,0.898689,0.694277,0.816924,1.1533337816991927e-06
77,0.267327,0.165111,0.918883,0.691318,0.827857,1.0983357966978744e-06
78,0.267482,0.164459,0.914986,0.704781,0.830904,1.0554024673218806e-06
79,0.269889,0.165075,0.903241,0.692948,0.819124,1.0246514708427697e-06
80,0.263102,0.164874,0.9057,0.704953,0.825401,1.0061670936044177e-06
