alpha,qwk,macro_f1,severe_f1,moderate_f1,auc_roc,ece
0.0,0.8314469006660401,0.48642378897698046,0.19230769230769232,0.6603174603174603,0.8786341341019996,0.09527502726424826
0.2,0.8496096615669558,0.5259342169331432,0.3835616438356164,0.654434250764526,0.8924702835829171,0.09914515311067755
0.3,0.8616316847718201,0.542836788883508,0.39473684210526316,0.676737160120846,0.8993653444271221,0.09402935163541273
0.5,0.875536436937442,0.5643642626782583,0.35135135135135137,0.7048192771084337,0.914492074390768,0.08396341388875787
0.7,0.8960774798401668,0.6165080616075103,0.3492063492063492,0.7469879518072289,0.9301444085934835,0.09118514489043843
0.8,0.9015611582987616,0.6539127127276039,0.41379310344827586,0.764525993883792,0.9361796774987452,0.08813910619779067
1.0,0.9027731742348912,0.6856251586762713,0.4307692307692308,0.759581881533101,0.9408689089048515,0.063561306162314
