alpha,qwk,macro_f1,severe_f1,moderate_f1,auc_roc,ece
0.0,0.006156997597174363,0.03702479338842975,0.0,0.0,0.5330503027049326,0.5683242212642323
0.2,0.5935484590629629,0.2718002856058407,0.2403846153846154,0.06369426751592357,0.6974840092880825,0.2946931906179948
0.3,0.12673017719923396,0.11186111291053961,0.0,0.0,0.6180809428228182,0.00248118313876064
0.5,0.0,0.036963696369636964,0.0,0.0,0.7049216804509915,0.10414598112756555
0.7,0.4102972576994892,0.2819171962009847,0.0,0.3835616438356164,0.792696754389734,0.2382977251031182
0.8,0.7588711918667905,0.41045923166772197,0.18333333333333332,0.5904761904761905,0.8288499629526687,0.41700673103332514
1.0,0.9027731742348912,0.6856251586762713,0.4307692307692308,0.759581881533101,0.9408689089048515,0.063561306162314
