epoch,train_loss,val_loss,val_qwk,val_macro_f1,val_composite,lr
48,0.145408,0.145935,0.912913,0.70191,0.828512,4.122462492800664e-05
49,0.151553,0.131734,0.921398,0.717586,0.839873,3.9196631929522553e-05
50,0.139829,0.143815,0.902666,0.705814,0.823925,3.7188468879544366e-05
51,0.143605,0.146259,0.914717,0.707959,0.832014,3.520365877844011e-05
52,0.140451,0.153317,0.913951,0.683002,0.821571,3.324568365757016e-05
53,0.135927,0.141423,0.922355,0.719667,0.84128,3.131797847062091e-05
54,0.138266,0.1453,0.915488,0.711231,0.833785,2.9423925067528912e-05
55,0.130256,0.137473,0.916006,0.713129,0.834855,2.756684626156686e-05
56,0.126206,0.145676,0.918535,0.719486,0.838915,2.5749999999999996e-05
57,0.12856,0.136194,0.928272,0.754222,0.858652,2.3976573648539683e-05
58,0.135349,0.140645,0.917455,0.731308,0.842997,2.2249678399620642e-05
59,0.125138,0.139487,0.920029,0.724125,0.841668,2.057234381431245e-05
60,0.119469,0.135867,0.919175,0.747263,0.85041,1.894751250743986e-05
61,0.122623,0.139471,0.919198,0.745245,0.849617,1.7378034985236522e-05
62,0.128429,0.135839,0.917466,0.741444,0.847057,1.5866664644588407e-05
63,0.11478,0.150604,0.91154,0.728927,0.838495,1.441605294264014e-05
64,0.11505,0.136768,0.921453,0.742493,0.849869,1.3028744745238064e-05
65,0.121783,0.138694,0.922739,0.748251,0.852944,1.1707173862370933e-05
66,0.119413,0.138217,0.919819,0.739467,0.847678,1.0453658778440105e-05
67,0.120247,0.133693,0.910839,0.714265,0.83221,9.270398584850076e-06
68,0.11222,0.135989,0.92373,0.741996,0.851036,8.159469122054922e-06
69,0.107472,0.13956,0.915238,0.729294,0.84086,7.122819337828751e-06
70,0.115216,0.143041,0.917332,0.725674,0.840669,6.162267868149071e-06
71,0.114745,0.134428,0.916898,0.723649,0.839598,5.2794998466912616e-06
72,0.115081,0.141832,0.917585,0.739619,0.846399,4.4760639485315575e-06
73,0.112627,0.13955,0.918502,0.734206,0.844783,3.75336967324469e-06
74,0.113618,0.145184,0.921661,0.737194,0.847874,3.112684872162671e-06
75,0.108489,0.140697,0.919793,0.743203,0.849157,2.5551335241327618e-06
76,0.112433,0.141037,0.920873,0.740041,0.84854,2.0816937636766237e-06
77,0.115316,0.142789,0.918778,0.733948,0.844846,1.6931961650100031e-06
78,0.111962,0.142631,0.922567,0.740019,0.849548,1.3903222849333505e-06
79,0.111716,0.143939,0.921884,0.746405,0.851693,1.1736034671495336e-06
80,0.111079,0.136435,0.923345,0.735552,0.848228,1.04341991010651e-06
