epoch,train_loss,val_loss,val_qwk,val_macro_f1,val_composite,lr
64,0.015531,0.097756,0.947909,0.817938,0.895921,1.3028744745238064e-05
65,0.014489,0.104805,0.948043,0.810301,0.892946,1.1707173862370933e-05
66,0.014501,0.098872,0.949422,0.806979,0.892444,1.0453658778440105e-05
67,0.016156,0.097872,0.952288,0.832299,0.904292,9.270398584850076e-06
68,0.014007,0.098898,0.950149,0.827057,0.900913,8.159469122054922e-06
69,0.013537,0.100595,0.9488,0.813506,0.894683,7.122819337828751e-06
70,0.013981,0.096085,0.950022,0.827825,0.901143,6.162267868149071e-06
71,0.013239,0.097122,0.952901,0.830857,0.904084,5.2794998466912616e-06
72,0.013651,0.104045,0.952842,0.831933,0.904478,4.4760639485315575e-06
73,0.01256,0.099811,0.948551,0.819491,0.896927,3.75336967324469e-06
74,0.014716,0.093968,0.955118,0.84711,0.911915,3.112684872162671e-06
75,0.012349,0.095453,0.952241,0.840206,0.907427,2.5551335241327618e-06
76,0.011811,0.097208,0.952614,0.830862,0.903913,2.0816937636766237e-06
77,0.012274,0.09924,0.952402,0.833741,0.904938,1.6931961650100031e-06
78,0.012582,0.098479,0.947991,0.828694,0.900272,1.3903222849333505e-06
79,0.013381,0.098546,0.952126,0.842851,0.908416,1.1736034671495336e-06
80,0.011702,0.096714,0.950192,0.829488,0.90191,1.04341991010651e-06
