epoch,train_loss,val_loss,val_qwk,val_macro_f1,val_composite,lr
68,0.008151,0.187094,0.94569,0.803707,0.888897,8.159469122054922e-06
69,0.009569,0.185818,0.953107,0.806979,0.894656,7.122819337828751e-06
70,0.006754,0.187843,0.945035,0.796216,0.885507,6.162267868149071e-06
71,0.00904,0.190764,0.947759,0.806788,0.891371,5.2794998466912616e-06
72,0.008282,0.194951,0.946316,0.812316,0.892716,4.4760639485315575e-06
73,0.007458,0.192863,0.944066,0.797214,0.885326,3.75336967324469e-06
74,0.007285,0.190877,0.947628,0.821108,0.89702,3.112684872162671e-06
75,0.00805,0.186533,0.94794,0.809408,0.892527,2.5551335241327618e-06
76,0.00863,0.19223,0.950069,0.809917,0.894008,2.0816937636766237e-06
77,0.00727,0.190343,0.94794,0.813175,0.894034,1.6931961650100031e-06
78,0.008102,0.190024,0.949033,0.816768,0.896127,1.3903222849333505e-06
79,0.006441,0.195778,0.947164,0.812499,0.893298,1.1736034671495336e-06
80,0.007395,0.192466,0.945107,0.796948,0.885843,1.04341991010651e-06
