epoch,train_loss,val_loss,val_qwk,val_macro_f1,val_composite,lr
47,0.02444,0.127861,0.936392,0.805416,0.884002,4.3268890086160646e-05
48,0.025583,0.137951,0.938991,0.811713,0.88808,4.122462492800664e-05
49,0.018533,0.123441,0.941849,0.820819,0.893437,3.9196631929522553e-05
50,0.017764,0.12138,0.944754,0.816109,0.893296,3.7188468879544366e-05
51,0.017197,0.128339,0.947613,0.815742,0.894865,3.520365877844011e-05
52,0.017681,0.140287,0.945675,0.803132,0.888658,3.324568365757016e-05
53,0.014729,0.132057,0.940936,0.811024,0.888971,3.131797847062091e-05
54,0.017248,0.130699,0.948699,0.823117,0.898466,2.9423925067528912e-05
55,0.013666,0.14761,0.957519,0.841637,0.911166,2.756684626156686e-05
56,0.014527,0.127935,0.933754,0.807126,0.883103,2.5749999999999996e-05
57,0.015873,0.123232,0.948927,0.818632,0.896809,2.3976573648539683e-05
58,0.015963,0.122279,0.951384,0.830002,0.902831,2.2249678399620642e-05
59,0.01403,0.111281,0.949163,0.826397,0.900057,2.057234381431245e-05
60,0.014167,0.130708,0.949948,0.822719,0.899057,1.894751250743986e-05
61,0.010842,0.129823,0.950058,0.831555,0.902657,1.7378034985236522e-05
62,0.010941,0.132781,0.946451,0.812702,0.892951,1.5866664644588407e-05
63,0.010051,0.123673,0.947794,0.811069,0.893104,1.441605294264014e-05
64,0.013596,0.129993,0.951899,0.822794,0.900257,1.3028744745238064e-05
65,0.012641,0.117582,0.947891,0.818958,0.896318,1.1707173862370933e-05
66,0.011015,0.122129,0.951216,0.839131,0.906382,1.0453658778440105e-05
67,0.010657,0.138569,0.948371,0.837904,0.904184,9.270398584850076e-06
68,0.011665,0.128134,0.951597,0.835339,0.905094,8.159469122054922e-06
69,0.01081,0.135056,0.952285,0.838425,0.906741,7.122819337828751e-06
70,0.008976,0.135925,0.952119,0.836895,0.906029,6.162267868149071e-06
71,0.007877,0.137786,0.950526,0.835643,0.904573,5.2794998466912616e-06
72,0.009476,0.137312,0.94913,0.836541,0.904094,4.4760639485315575e-06
73,0.00863,0.138774,0.947508,0.817522,0.895514,3.75336967324469e-06
74,0.009196,0.136007,0.950105,0.834816,0.903989,3.112684872162671e-06
75,0.00738,0.1374,0.947213,0.82904,0.899944,2.5551335241327618e-06
76,0.007724,0.139502,0.950243,0.821668,0.898813,2.0816937636766237e-06
77,0.007022,0.139366,0.949995,0.816273,0.896506,1.6931961650100031e-06
78,0.00889,0.135886,0.948559,0.821699,0.897815,1.3903222849333505e-06
79,0.007508,0.136767,0.953691,0.831872,0.904963,1.1736034671495336e-06
80,0.009494,0.131466,0.951552,0.830339,0.903067,1.04341991010651e-06
